Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
J D's Conoco #2,78724,12/02/2021,94,"6575 DECKER LN
AUSTIN, TX 78724
(30.28999, -97.62821)",2801993,Routine Inspection
Del Valle ISD Culinary,78617,05/05/2022,94,"5201 ROSS RD
AUSTIN, TX 78617
(30.17804, -97.61556)",12006282,Routine Inspection
Little Woodrow's,78756,06/16/2022,88,"5425 BURNET RD
AUSTIN, TX 78756
(30.32913, -97.73985)",11586655,Routine Inspection
Las Lomas Mexican Restaurant,78745,11/16/2021,69,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.20902, -97.78285)",10140128,Routine Inspection
Komal Latin Kitchen and Bar,78732,03/24/2021,82,"5145 N FM 620 RD
BLDG C AUSTIN, TX 78732
(30.39004, -97.8837)",12393748,Routine Inspection
Panda Express,78726,12/22/2022,94,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4547, -97.82594)",2802514,Routine Inspection
Congress Express,78704,03/16/2022,93,"3630 S CONGRESS AVE
AUSTIN, TX 78704
(30.22683, -97.76183)",11144061,Routine Inspection
Inst.of Hosp.&Culinary Arts,78704,04/01/2021,98,"1211 E OLTORF ST
AUSTIN, TX 78704
(30.23482, -97.74402)",2801646,Routine Inspection
BC - Chick-Fil-A of Lake Travis,78738,12/03/2020,94,"3600 S FM 620 RD
BEE CAVE, TX 78738
(30.31972, -97.95249)",10260547,Routine Inspection
Amy's Ice Cream,78705,07/28/2022,99,"3500 GUADALUPE ST
AUSTIN, TX 78705
(30.30129, -97.73909)",2801000,Routine Inspection
"Halal Gurus, The",78729,01/24/2022,72,"13729 N US 183 HWY
AUSTIN, TX 78729
(30.45689, -97.79179)",12395119,Routine Inspection
Burger King #17526,78741,12/27/2022,98,"2500 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23498, -97.72385)",12186462,Routine Inspection
Vinaigrette TX LLC,78704,01/04/2022,92,"2201 COLLEGE AVE
AUSTIN, TX 78704
(30.24125, -97.75196)",11463881,Routine Inspection
Casa Chapala Mexican Grill,78758,03/05/2021,85,"9041 RESEARCH BLVD
AUSTIN, TX 78758
(30.3742, -97.7258)",11089315,Follow-Up Inspection
PF - Pflutto's Tavern,78660,09/08/2020,84,"20205 FM 685 RD
PFLUGERVILLE, TX 78660
(30.48383, -97.58443)",12392620,Routine Inspection
Family Tree Assisted Living,78660,04/06/2021,91,"15309 DELAHUNTY LN
AUSTIN, TX 78660
(30.44121, -97.65066)",11572132,Routine Inspection
DeSano Pizzeria Napoletana,78701,04/28/2022,82,"301 LAVACA ST
AUSTIN, TX 78701
(30.26617, -97.74616)",12186516,Routine Inspection
Bar-B-Q-Inn,78753,06/08/2020,87,"9310 N LAMAR BLVD
AUSTIN, TX 78753
(30.36201, -97.69763)",12073291,Routine Inspection
Braker Food Mart,78753,05/13/2021,84,"11300 N IH
AUSTIN, TX 78753",10041179,Routine Inspection
Punch Bowl Social Austin,78758,03/18/2021,84,"11310 DOMAIN DR
AUSTIN, TX 78758
(30.39989, -97.72524)",11196061,Routine Inspection
Cranky Granny's Sweet Rolls,78758,06/08/2022,96,"10910 DOMAIN DR
AUSTIN, TX 78758
(30.39556, -97.72688)",12394840,Routine Inspection
WL - Lupe Tortillas Mexican Restaurant,78746,10/12/2021,87,"701 S CAPITAL OF TEXAS HWY NB BLDG A WEST LAKE HILLS
TX 78746
(30.29214, -97.82818)",10805455,Routine Inspection
Freebirds,78753,09/16/2021,89,"1100 CENTER RIDGE DR
AUSTIN, TX 78753
(30.41803, -97.67114)",10069518,Routine Inspection
Dominos Pizza,78753,07/30/2020,100,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.36657, -97.69506)",10061666,Routine Inspection
Sarku Japan,78746,07/29/2020,100,"2901 S CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.25613, -97.81065)",2801813,Routine Inspection
Chinos and Gringos,78749,05/26/2020,96,"6705 W US 290 HWY
AUSTIN, TX 78749
(30.23395, -97.86665)",11495950,Routine Inspection
Manor New Tech Field House Concessions,78653,05/10/2021,92,"12125 JOYCE TURNER DR MANOR
TX 78653
(30.34302, -97.57276)",12186562,Routine Inspection
Pasta & Co,78731,12/01/2021,94,"3502 KERBEY LN
AUSTIN, TX 78731
(30.30757, -97.75051)",2801743,Routine Inspection
PF - Panda Express # 1872,78660,05/25/2021,91,"18600 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.46553, -97.59761)",12392990,Routine Inspection
Tatsumi,78757,08/24/2021,77,"2700 W ANDERSON LN
AUSTIN, TX 78757
(30.3581, -97.73512)",12393336,Routine Inspection
Provident Memory Care,78737,03/24/2022,94,"11013 SIGNAL HILL DR
AUSTIN, TX 78737
(30.211841, -97.964736)",10658286,Routine Inspection
"AUS Storage Rooms (2791A/B/C, 2789,2790,2814)",78719,07/23/2021,98,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.20263, -97.66714)",12186300,Routine Inspection
Star Stop 79,78750,12/22/2022,89,"12801 N FM 620 RD
AUSTIN, TX 78750
(30.46604, -97.80362)",11028028,Routine Inspection
Din Ho Chinese BBQ,78758,06/02/2021,98,"8557 RESEARCH BLVD
AUSTIN, TX 78758
(30.36081, -97.71573)",2801257,Routine Inspection
Austin Gourmet Popcorn,78729,07/13/2020,96,"13343 N US 183 HWY
AUSTIN, TX 78729
(30.44848, -97.78263)",11423650,Routine Inspection
Whole Foods Market - Seafood,78758,04/21/2021,92,"11920 DOMAIN DR
AUSTIN, TX 78758
(30.40595, -97.71968)",11055566,Routine Inspection
Natural Grocers,78751,08/13/2021,97,"4615 N LAMAR BLVD
AUSTIN, TX 78751
(30.31532, -97.73498)",12185866,Routine Inspection
Aviator Pizza & Drafthouse,78727,01/30/2023,91,"4005 W PARMER LN
AUSTIN, TX 78727
(30.42564, -97.71576)",12392893,Routine Inspection
11 Degrees Daiquiri,78660,11/23/2021,100,"2700 W PECAN ST
AUSTIN, TX 78660
(30.44932, -97.65701)",11958735,Routine Inspection
Rockstar Bagels,78702,10/07/2020,85,"1900 ROSEWOOD AVE
AUSTIN, TX 78702
(30.26972, -97.71886)",11088861,Routine Inspection
PF - Tater-Que,78664,10/14/2022,94,"16708 PICADILLY CT
PFLUGERVILLE, TX 78664
(30.46634, -97.65781)",12395172,Routine Inspection
Fresa's Chicken al Carbon,78703,03/30/2020,91,"915 N LAMAR BLVD
AUSTIN, TX 78703
(30.27458, -97.75249)",10737724,Routine Inspection
Chipotle Mexican Grill #1723,78704,07/21/2021,91,"2320 S LAMAR BLVD
AUSTIN, TX 78704
(30.24724, -97.77556)",10828111,Routine Inspection
BC - Schlotzsky's,78738,07/08/2022,100,"3944 S FM 620 RD
BEE CAVE, TX 78738",11868953,Routine Inspection
El Agazajo Grill LLC,78744,02/11/2021,75,"2408 S US 183 HWY
AUSTIN, TX 78744
(30.21293, -97.68347)",10716700,Routine Inspection
Posse East,78705,03/26/2020,88,"2900 DUVAL ST
AUSTIN, TX 78705
(30.2913, -97.73452)",2800211,Routine Inspection
Walnut Hills Nursing & Rehab,78723,11/29/2021,92,"3509 ROGGE LN
AUSTIN, TX 78723
(30.30106, -97.67409)",11259693,Routine Inspection
Thundercloud Subs,78705,01/13/2022,96,"3204 GUADALUPE ST
AUSTIN, TX 78705
(30.29978, -97.74043)",2800617,Routine Inspection
"Angel Donuts & Treats, LLC",78726,12/02/2021,98,"8300 N FM 620 RD
AUSTIN, TX 78726
(30.42117, -97.84529)",10790411,Routine Inspection
OOB - Happy Chicks,78701,05/11/2020,97,"360 NUECES ST
AUSTIN, TX 78701
(30.26757, -97.74924)",12022346,Routine Inspection
Catfish Parlour,78759,06/08/2021,90,"11910 RESEARCH BLVD
AUSTIN, TX 78759
(30.42447, -97.75055)",2800102,Routine Inspection
Dream Dinners,78750,09/02/2021,100,"12129 N FM 620 RD
AUSTIN, TX 78750
(30.46169, -97.81753)",10102975,Routine Inspection
La Posada Mexican Restaurant,78745,06/24/2021,88,"6800 WEST GATE BLVD
AUSTIN, TX 78745
(30.20911, -97.81566)",10972449,Routine Inspection
Courtyard Austin University,78751,04/29/2022,82,"5660 N IH
SVRD SB AUSTIN, TX 78751",11907453,Routine Inspection
Generations CDC II,78723,03/22/2021,99,"1610 WHELESS LN
AUSTIN, TX 78723
(30.31891, -97.69098)",2801381,Routine Inspection
Rabbit Food Grocery,78703,12/15/2021,100,"2425 EXPOSITION BLVD
AUSTIN, TX 78703
(30.29767, -97.76761)",11873643,Routine Inspection
Fairfield Inn and Suites Austin NW/Research,78729,06/23/2022,84,"13087 N US 183 HWY
AUSTIN, TX 78729
(30.44281, -97.77501)",11642557,Routine Inspection
Irie Bean,78704,02/09/2022,94,"2310 S LAMAR BLVD
AUSTIN, TX 78704
(30.24733, -97.77486)",11601608,Routine Inspection
Accent Food Services,78741,06/02/2021,99,"2500 MONTOPOLIS DR
AUSTIN, TX 78741
(30.21953, -97.70897)",11560811,Routine Inspection
Chick-fil-A Barton Creek Square Mall,78746,10/26/2021,97,"2901 S CAPITAL OF TEXAS HWY
NB AUSTIN, TX 78746
(30.25613, -97.81065)",11755370,Routine Inspection
Whataburger,78749,06/03/2020,100,"6611 S MOPAC EXPY
AUSTIN, TX 78749
(30.2212, -97.8352)",2802441,Routine Inspection
Cap Metro Child Care Ctr,78702,04/07/2021,93,"624 N PLEASANT VALLEY RD
AUSTIN, TX 78702
(30.25886, -97.71004)",2802605,Routine Inspection
Verdes Grill,78738,10/22/2021,84,"16018 HAMILTON POOL RD
AUSTIN, TX 78738
(30.2978, -98.00716)",12123841,Routine Inspection
Veracruz All Natural,78701,08/17/2022,97,"111 E CESAR CHAVEZ ST
AUSTIN, TX 78701
(30.26317, -97.74378)",12393142,Routine Inspection
Papa John's Pizza,78723,07/02/2020,83,"5403 CAMERON RD
AUSTIN, TX 78723
(30.31199, -97.70634)",11777504,Routine Inspection
Austin Kolache & Koffee,78757,08/07/2020,96,"7113 BURNET RD
AUSTIN, TX 78757
(30.34792, -97.73595)",12077957,Routine Inspection
Tsukimi,78753,10/21/2021,73,"12400 N IH
AUSTIN, TX 78753",12083373,Routine Inspection
CVS Pharmacy #526,78717,11/09/2021,97,"10550 W PARMER LN
AUSTIN, TX 78717
(30.49794, -97.77549)",10002488,Routine Inspection
Foodie's Corner 3,78735,09/28/2021,94,"8225 W SH
AUSTIN, TX 78735",11748577,Routine Inspection
Dimassis Mediterranean Buffet,78745,03/21/2022,91,"701 E STASSNEY LN
AUSTIN, TX 78745
(30.2, -97.77)",12392320,Routine Inspection
Pleasant Hill Elementary,78745,08/18/2022,100,"6405 CIRCLE S RD
AUSTIN, TX 78745
(30.1961, -97.77681)",2800436,Routine Inspection
Tania's Tots Learning Center,78728,08/08/2022,100,"15400 MARSHA ST
AUSTIN, TX 78728
(30.4496, -97.66875)",10770465,Routine Inspection
Taco Bell #030140,78704,05/04/2021,96,"201 E OLTORF ST
AUSTIN, TX 78704
(30.238, -97.7523)",11066742,Routine Inspection
"Hernandez Hospitality, LLC, Kitchen #6",78748,08/26/2022,100,"630 RALPH ABLANEDO DR
AUSTIN, TX 78748
(30.17416, -97.79688)",12395851,Routine Inspection
Progressive Insurance,78744,06/22/2022,91,"7301 METRO CENTER DR
AUSTIN, TX 78744
(30.21132, -97.69737)",10570581,Routine Inspection
Cafe Aztlan,78758,07/27/2022,98,"11601 ALTERRA PKWY
AUSTIN, TX 78758
(30.401534, -97.719447)",11827530,Routine Inspection
Premier High School,78745,11/01/2021,97,"1701 W BEN WHITE BLVD
A AUSTIN, TX 78745
(30.22822, -97.78558)",10221368,Routine Inspection
BC - Falconhead Golf Club,78738,10/12/2022,86,"15201 FALCON HEAD BLVD
BEE CAVE, TX 78738
(30.31879, -97.97092)",12061655,Routine Inspection
Tillery Kitchen & Bar,78702,11/03/2022,76,"3201 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.2517, -97.7087)",11633996,Routine Inspection
Williams-Sonoma #978,78759,08/05/2020,100,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.39491, -97.75204)",2800949,Routine Inspection
Rancho Grande Supermercado,78744,09/22/2022,70,"4604 TERI RD
AUSTIN, TX 78744
(30.19654, -97.74339)",12393111,Routine Inspection
NorthEast High School,78752,12/08/2022,96,"7104 BERKMAN DR
AUSTIN, TX 78752
(30.32399, -97.6896)",2800242,Routine Inspection
MN - Shadow Glen Golf Club,78653,01/26/2021,96,"12801 LEXINGTON ST
MANOR, TX 78653
(30.35311, -97.55643)",10036116,Routine Inspection
PF - Austin Gourmet Popcorn,78660,03/10/2021,96,"1713 FM 685 RD
PFLUGERVILLE, TX 78660
(30.45467, -97.60279)",12392682,Routine Inspection
Kawa Asian Kitchen,78732,06/28/2021,74,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.39004, -97.8837)",11935418,Routine Inspection
Mr. Gattis Pizza #103,78723,05/17/2021,98,"7525 E US 290 HWY
AUSTIN, TX 78723
(30.32381, -97.67517)",12393516,Routine Inspection
Focused Care at Stonebriar,78704,08/19/2021,97,"110 E LIVE OAK ST
AUSTIN, TX 78704
(30.24176, -97.75202)",12160601,Routine Inspection
Poke - Poke,78704,10/05/2021,85,"3100 S CONGRESS AVE
AUSTIN, TX 78704
(30.23166, -97.759)",11561169,Routine Inspection
Yummi Sushi/GB Division,78756,01/27/2022,100,"4001 N LAMAR BLVD
AUSTIN, TX 78756
(30.30776, -97.74127)",11558514,Routine Inspection
P. Terry's Burger Stand,78757,09/19/2022,89,"8515 BURNET RD
AUSTIN, TX 78757
(30.36708, -97.72764)",11165140,Routine Inspection
Fiesta Con Tres Amigos,78758,09/03/2020,88,"812 THURMOND ST
AUSTIN, TX 78758
(30.3538, -97.70592)",11994992,Routine Inspection
Chipotle Mexican Grill #973,78723,06/02/2022,96,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.3068, -97.70948)",10176511,Routine Inspection
"Corner Store, The",78745,09/24/2020,100,"525 W BEN WHITE BLVD
AUSTIN, TX 78745
(30.22599, -97.76941)",2804084,Routine Inspection
"OOB - BC - Woody's Tavern and Grill, Inc",78738,11/02/2021,86,"12801 SHOPS PKWY
BEE CAVE, TX 78738
(30.30526, -97.94138)",11093282,Routine Inspection
"Your Dream Wedding & Events, Inc.",78758,01/28/2021,99,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.35625, -97.71509)",11538432,Routine Inspection
Tipsy Alchemist Austin,78701,03/31/2021,100,"70 RAINEY ST
AUSTIN, TX 78701
(30.25834, -97.73889)",12186630,Routine Inspection
Luca Villa Pizza,78613,12/10/2021,96,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.80337)",2800826,Routine Inspection
Las Mangonadas,78702,12/21/2020,91,"1144 AIRPORT BLVD
AUSTIN, TX 78702
(30.27197, -97.69834)",11631715,Routine Inspection
Dunkin Donuts,78759,09/21/2022,87,"12200 RESEARCH BLVD
AUSTIN, TX 78759
(30.42607, -97.75382)",10861871,Routine Inspection
Sazon,78704,05/31/2022,90,"1816 S LAMAR BLVD
AUSTIN, TX 78704
(30.24975, -97.76688)",2801208,Routine Inspection
SuperBowl Restaurant,78745,06/02/2022,89,"719 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.19661, -97.78845)",12395574,Routine Inspection
Austin Sonic Store #6664,78617,08/05/2022,92,"5110 ROSS RD
AUSTIN, TX 78617
(30.17992, -97.61435)",11963540,Routine Inspection
Trader Joe's #454,78759,02/24/2021,100,"9722 GREAT HILLS TRL
AUSTIN, TX 78759
(30.39491, -97.75204)",11146920,Routine Inspection
"Soup Peddler, The",78729,12/20/2021,94,"13219 N US 183 HWY
AUSTIN, TX 78729
(30.44575, -97.77895)",11239863,Routine Inspection
Del Valle Donuts,78617,05/13/2020,87,"12800 PEARCE LN
AUSTIN, TX 78617
(30.16934, -97.62212)",10292321,Routine Inspection
Domino's,78750,04/29/2022,95,"13764 N US 183 HWY
AUSTIN, TX 78750
(30.4609, -97.7945)",11394071,Routine Inspection
Eureka,78701,12/21/2021,92,"200 E 6TH ST
AUSTIN, TX 78701
(30.26763, -97.74126)",11211482,Routine Inspection
Hot Pot Alley,78729,09/16/2020,82,"13201 N FM 620 RD
AUSTIN, TX 78729
(30.46741, -97.79003)",10174832,Routine Inspection
Genuine Joe Coffeehouse,78757,10/16/2020,95,"2001 W ANDERSON LN
AUSTIN, TX 78757
(30.35416, -97.72742)",11743074,Routine Inspection
Thrive Craft House,78705,09/06/2022,92,"519 W 37TH ST
AUSTIN, TX 78705
(30.30189, -97.73847)",12393654,Routine Inspection
Dream Bakery,78752,05/18/2022,93,"1300 E ANDERSON LN
AUSTIN, TX 78752
(30.3343, -97.68934)",12395515,Routine Inspection
Eastside Pies Too!,78751,12/17/2020,86,"5312 AIRPORT BLVD
AUSTIN, TX 78751
(30.31473, -97.71498)",10487262,Routine Inspection
PF - Caldwell Elementary School,78664,01/20/2021,100,"1718 PICADILLY DR
PFLUGERVILLE, TX 78664
(30.46873, -97.6559)",12392640,Routine Inspection
Umi Sushi Bar & Grill,78745,08/01/2022,78,"5510 S IH
AUSTIN, TX 78745",2801677,Routine Inspection
Austin's Pizza,78726,07/08/2022,96,"7301 N FM 620 RD
AUSTIN, TX 78726
(30.40439, -97.85365)",12392973,Routine Inspection
PK's Cuisine,78701,06/30/2022,84,"620 W 6TH ST
AUSTIN, TX 78701
(30.26989, -97.74936)",12395048,Routine Inspection
Muro's Pizza,78729,08/13/2021,95,"6301 W PARMER LN
AUSTIN, TX 78729
(30.44545, -97.74332)",11778346,Routine Inspection
Casa Colombia,78702,11/10/2020,84,"2409 E 7TH ST
AUSTIN, TX 78702
(30.26073, -97.71486)",11283607,Routine Inspection
Carousel Lounge,78723,02/17/2022,98,"1110 E 52ND ST
AUSTIN, TX 78723
(30.30985, -97.70822)",2800105,Routine Inspection
La Quinta at the Domain,78759,09/15/2022,89,"11901 N MOPAC EXPY
AUSTIN, TX 78759
(30.40724, -97.71946)",12396848,Routine Inspection
Howdy Donut,78730,03/02/2022,92,"10815 FM 2222 RD
AUSTIN, TX 78730
(30.39538, -97.8467)",12096125,Routine Inspection
BC - FoliePop's,78738,01/13/2023,86,"13420 GALLERIA CIR
BEE CAVE, TX 78738
(30.30983, -97.93926)",12393257,Routine Inspection
TopGolf USA Austin,78758,04/20/2022,83,"2700 ESPERANZA XING
AUSTIN, TX 78758
(30.39764, -97.71769)",10910024,Routine Inspection
Wingstop #1683,78757,07/23/2021,91,"2900 W ANDERSON LN
BLDG B AUSTIN, TX 78757
(30.35959, -97.73741)",12393769,Routine Inspection
Turner-Roberts Recreation Center,78724,06/16/2020,82,"7201 COLONY LOOP DR
AUSTIN, TX 78724
(30.30192, -97.6346)",10184483,Routine Inspection
Whole Foods Market - Prepared Foods,78749,09/22/2021,95,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.22193, -97.83846)",10764426,Routine Inspection
"Patika Coffee, P3",78701,08/12/2022,92,"100 CONGRESS AVE
AUSTIN, TX 78701
(30.26351, -97.74447)",12075863,Routine Inspection
Mom's Taste,78752,11/19/2020,79,"6613 AIRPORT BLVD
AUSTIN, TX 78752
(30.33096, -97.71525)",10000448,Routine Inspection
Jimmy Johns,78701,01/14/2021,91,"601 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.28229, -97.7439)",2802955,Routine Inspection
Jet's Pizza,78748,01/05/2022,84,"8900 S CONGRESS AVE
AUSTIN, TX 78748
(30.16926, -97.78888)",12394251,Routine Inspection
Southside Flying Pizza,78704,11/08/2021,80,"1222 S LAMAR BLVD
AUSTIN, TX 78704
(30.25404, -97.76271)",11080084,Routine Inspection
Happy Chicks,78757,11/28/2022,83,"6425 BURNET RD
AUSTIN, TX 78757
(30.3399, -97.73874)",12186499,Routine Inspection
Sprouts Farmers Market,78704,12/29/2022,96,"4006 S LAMAR BLVD
AUSTIN, TX 78704
(30.23643, -97.79266)",10638628,Routine Inspection
BC - Whole Foods Market - Wine Bar,78738,12/08/2022,99,"12601 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.30786, -97.93753)",10744457,Routine Inspection
PF - Pflugerville High School,78660,10/14/2021,97,"1301 W PECAN ST
PFLUGERVILLE, TX 78660
(30.44505, -97.63255)",12392625,Routine Inspection
Norman-Sims Elementary,78721,08/20/2021,97,"4001 TANNEHILL LN
AUSTIN, TX 78721
(30.27887, -97.67404)",12393235,Routine Inspection
ATX Donut,78728,01/18/2023,90,"2113 W WELLS BRANCH PKWY
AUSTIN, TX 78728
(30.43596, -97.68401)",12395376,Routine Inspection
Lebowskis,78757,03/21/2022,92,"8909 BURNET RD
AUSTIN, TX 78757
(30.37192, -97.726)",10226371,Routine Inspection
7-Eleven Convenience Store # 371138A,78705,09/23/2021,77,"2803 SAN JACINTO BLVD
AUSTIN, TX 78705
(30.29059, -97.73456)",11609940,Routine Inspection
Heritage Park Rehabilitation and Skilled Nursing Center,78722,10/25/2022,90,"2806 REAL ST
AUSTIN, TX 78722
(30.28243, -97.71158)",12061669,Routine Inspection
Gracy Food Mart,78758,06/05/2020,96,"12001 BURNET RD
AUSTIN, TX 78758
(30.40778, -97.71391)",12099720,Routine Inspection
GattiTown # 2006,78748,11/04/2021,90,"9900 S IH
AUSTIN, TX 78748",12393409,Routine Inspection
Farm to Table,78744,07/28/2021,97,"4500 S PLEASANT VALLEY RD
AUSTIN, TX 78744
(30.206435, -97.745449)",12162362,Routine Inspection
Dollar General Store #10948,78744,07/27/2020,94,"5002 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.19544, -97.73797)",10228828,Routine Inspection
Chipotle Mexican Grill #262,78727,01/28/2022,93,"1700 W PARMER LN
AUSTIN, TX 78727
(30.41289, -97.68886)",10179207,Routine Inspection
Upper Crust Bakery,78756,07/18/2022,85,"4508 BURNET RD
AUSTIN, TX 78756
(30.31568, -97.7414)",2800031,Routine Inspection
Austex Shell,78750,09/08/2020,98,"13296 N US 183 HWY
AUSTIN, TX 78750
(30.44376, -97.78534)",10103836,Routine Inspection
Fairfield Food Store,78757,11/24/2021,88,"8538 RESEARCH BLVD
SB AUSTIN, TX 78757
(30.36, -97.71715)",10464870,Routine Inspection
Kasbah Hookah Lounge,78705,01/21/2021,97,"2714 GUADALUPE ST
AUSTIN, TX 78705
(30.29273, -97.74151)",11520464,Routine Inspection
Aramark@NXP Oak Hill,78735,06/07/2021,98,"6501 W WILLIAM CANNON DR
AUSTIN, TX 78735
(30.23647, -97.86526)",12393565,Routine Inspection
East Side King,78704,04/21/2022,91,"2310 S LAMAR BLVD
AUSTIN, TX 78704
(30.24733, -97.77486)",11049507,Routine Inspection
JuiceLand SAL,78702,09/30/2020,96,"1109 E 5TH ST
AUSTIN, TX 78702
(30.2637, -97.73144)",12185688,Routine Inspection
Zufruta,78753,11/04/2021,93,"9429 N IH
AUSTIN, TX 78753",12393575,Routine Inspection
Thorough Bread,78704,05/29/2020,97,"1709 BLUEBONNET LN
AUSTIN, TX 78704
(30.25447, -97.77225)",12038896,Routine Inspection
Double Dave's Pizzaworks,78758,12/01/2021,95,"11928 STONEHOLLOW DR
AUSTIN, TX 78758
(30.40183, -97.70398)",12081938,Routine Inspection
Baylor Scott and White Hospital,78735,06/23/2021,93,"5245 W US 290 HWY
EB AUSTIN, TX 78735
(30.23613, -97.83485)",12186399,Routine Inspection
Randall's # 2987 Meat / Seafood,78732,06/26/2020,96,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.39004, -97.8837)",10720286,Routine Inspection
Amorcito Curazon,78660,09/30/2022,95,"3400 E HOWARD LN
PFLUGERVILLE, TX 78660",12394125,Routine Inspection
WL - Maryes Gourmet Pizza,78746,04/13/2020,91,"3663 BEE CAVES RD
WEST LAKE HILLS, TX 78746
(30.27868, -97.80665)",11016089,Routine Inspection
Winebelly,78704,02/24/2021,94,"519 W OLTORF ST
AUSTIN, TX 78704
(30.24169, -97.75872)",10955852,Routine Inspection
Ebenezer Child Development Center,78702,06/17/2022,78,"1014 E 10TH ST
AUSTIN, TX 78702
(30.26852, -97.73008)",2800741,Routine Inspection
Manuel's @ Great Hills,78759,02/11/2021,82,"10201 JOLLYVILLE RD
AUSTIN, TX 78759
(30.3962, -97.75004)",2801422,Routine Inspection
Sprouts Farmers Market,78759,08/15/2022,90,"10225 RESEARCH BLVD
AUSTIN, TX 78759
(30.39494, -97.74592)",10297855,Routine Inspection
SV-Bao'd Up,78745,06/09/2020,85,"5207 BRODIE LN
SUNSET VALLEY, TX 78745
(30.23132, -97.81844)",12186156,Routine Inspection
Jo's Hot Coffee Good Food,78704,03/30/2022,96,"1300 S CONGRESS AVE
AUSTIN, TX 78704
(30.25097, -97.74919)",12158721,Routine Inspection
Travis Heights Elementary,78704,10/26/2020,98,"2010 ALAMEDA DR
AUSTIN, TX 78704
(30.24107, -97.74582)",2800308,Routine Inspection
Circle K # 2741552,78724,08/17/2022,85,"12200 FM 969 RD
AUSTIN, TX 78724
(30.25416, -97.60559)",11239100,Routine Inspection
Beto's Mexican Restaurant,78702,09/23/2020,83,"3518 E 7TH ST
AUSTIN, TX 78702
(30.25657, -97.70247)",11268843,Routine Inspection
Little Deli & Pizzeria,78723,11/09/2020,94,"1804 BRIARCLIFF BLVD
AUSTIN, TX 78723
(30.31418, -97.68968)",12185961,Routine Inspection
"Biderman's Deli, LLC",78731,05/04/2021,93,"3742 FAR WEST BLVD
AUSTIN, TX 78731
(30.35592, -97.75821)",11651741,Routine Inspection
O'Neill's Catering,78719,06/29/2022,90,"4321 EMMA BROWNING AVE
AUSTIN, TX 78719
(30.18633, -97.66314)",10433318,Routine Inspection
PF - Pizza Hut,78660,08/10/2022,98,"1713 FM
PFLUGERVILLE, TX 78660",12392494,Routine Inspection
Accent Food Service,78758,10/17/2022,94,"2309 GRACY FARMS LN
AUSTIN, TX 78758
(30.40311, -97.70952)",11936343,Routine Inspection
Taco Cabana #129,78741,06/02/2022,94,"2507 E RIVERSIDE DR
AUSTIN, TX 78741
(30.23411, -97.72383)",2800922,Routine Inspection
Whole Foods Market/Deli,78759,09/17/2020,100,"9607 RESEARCH BLVD
AUSTIN, TX 78759
(30.3885, -97.74327)",2801001,Routine Inspection
"Dagum Coffee & Tacos, LLC",78721,01/03/2022,92,"1023 SPRINGDALE RD
AUSTIN, TX 78721
(30.26793, -97.69405)",12393114,Routine Inspection
Shake Shack South Lamar Austin,78704,06/12/2020,97,"1100 S LAMAR BLVD
AUSTIN, TX 78704
(30.25572, -97.76255)",11315175,Routine Inspection
East Side King,78752,05/17/2021,90,"7601 N LAMAR BLVD
AUSTIN, TX 78752
(30.34426, -97.71418)",11049525,Routine Inspection
Meanwhile Brewing Company,78744,09/22/2021,94,"3901 PROMONTORY POINT DR
AUSTIN, TX 78744
(30.20891, -97.72944)",12393370,Routine Inspection
Arlo's,78702,11/05/2021,99,"3008 GONZALES ST
AUSTIN, TX 78702
(30.25942, -97.70712)",12170580,Routine Inspection
CoCo's Cafe,78705,03/11/2021,93,"1910 GUADALUPE ST
AUSTIN, TX 78705
(30.28261, -97.74204)",2801586,Routine Inspection
Sap's Fine Thai Cuisine,78756,02/15/2023,69,"5800 BURNET RD
AUSTIN, TX 78756
(30.3332, -97.74113)",11072787,Routine Inspection
Hat Creek Burger Company,78756,03/12/2021,96,"5400 BURNET RD
AUSTIN, TX 78756
(30.32836, -97.7398)",10345923,Routine Inspection
BC - World Market #276,78738,03/16/2020,97,"12700 SHOPS PKWY
BEE CAVE, TX 78738
(30.30616, -97.94016)",10262080,Routine Inspection
